Capital Cup 2016;MXO;05/21/16;09:00;Field 1;Pool A;Gold;4;xx;Munich;-1;-1;Islanders
Capital Cup 2016;MXO;05/21/16;09:00;Field 2;Pool A;Gold;4;xx;Big Bang;-1;-1;BRC Bears
Capital Cup 2016;MXO;05/21/16;09:00;Field 3;Pool C;Gold;4;xx;New Orleans Fluffy Dragons;-1;-1;Courant d'R
Capital Cup 2016;MXO;05/21/16;09:30;Field 1;Pool D;Gold;4;xx;CSSC Phantoms;-1;-1;XXX Amsterdam
Capital Cup 2016;MXO;05/21/16;09:30;Field 2;Pool C;Gold;4;xx;Hamburg;-1;-1;Berlin Foxes
Capital Cup 2016;MXO;05/21/16;09:30;Field 3;Pool D;Gold;4;xx;Colonia;-1;-1;Darvak
Capital Cup 2016;MXO;05/21/16;10:00;Field 1;Pool B;Gold;4;xx;Berlin Armadillos;-1;-1;Blue Jays
Capital Cup 2016;MXO;05/21/16;10:00;Field 2;Pool B;Gold;4;xx;Unicorns;-1;-1;Frankfurt
Capital Cup 2016;MXO;05/21/16;10:00;Field 3;Pool A;Gold;4;xx;Big Bang;-1;-1;Munich
Capital Cup 2016;MXO;05/21/16;10:30;Field 1;Pool D;Gold;4;xx;XXX Amsterdam;-1;-1;Darvak
Capital Cup 2016;MXO;05/21/16;10:30;Field 2;Pool D;Gold;4;xx;CSSC Phantoms;-1;-1;Colonia
Capital Cup 2016;MXO;05/21/16;10:30;Field 3;Pool A;Gold;4;xx;Islanders;-1;-1;BRC Bears
Capital Cup 2016;MXO;05/21/16;11:00;Field 1;Pool C;Gold;4;xx;Berlin Foxes;-1;-1;Courant d'R
Capital Cup 2016;MXO;05/21/16;11:00;Field 2;Pool C;Gold;4;xx;New Orleans Fluffy Dragons;-1;-1;Hamburg
Capital Cup 2016;MXO;05/21/16;11:00;Field 3;Pool B;Gold;4;xx;Unicorns;-1;-1;Berlin Armadillos
Capital Cup 2016;MXO;05/21/16;11:30;Field 1;Pool A;Gold;4;xx;Big Bang;-1;-1;Islanders
Capital Cup 2016;MXO;05/21/16;11:30;Field 2;Pool A;Gold;4;xx;Munich;-1;-1;BRC Bears
Capital Cup 2016;MXO;05/21/16;11:30;Field 3;Pool B;Gold;4;xx;Frankfurt;-1;-1;Blue Jays
Capital Cup 2016;MXO;05/21/16;12:00;Field 1;Pool C;Gold;4;xx;New Orleans Fluffy Dragons;-1;-1;Berlin Foxes
