;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 2 2015;MXO;Nottingham Hoods;10;Sadi;Meakin;M;;;;;;;;
Belief NTS 2 2015;MXO;Nottingham Hoods;18;Lucy;Snape;F;;;;;;;;
Belief NTS 2 2015;MXO;Nottingham Hoods;16;Julia;Kang;F;2;Nottingham Hoods;6;3;Oxford Touch;Gold;Pool B;4
Belief NTS 2 2015;MXO;Nottingham Hoods;14;Kate;Hyde;F;1;Nottingham Hoods;7;6;Gower Dragons;Bronze;¼;2
Belief NTS 2 2015;MXO;Nottingham Hoods;24;Emily;Crowe;F;1;Nottingham Hoods;5;6;London Galaxy;Gold;Pool B;4
Belief NTS 2 2015;MXO;Nottingham Hoods;4;Jade;Grantham;F;2;Nottingham Hoods;7;6;Gower Dragons;Bronze;¼;2
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;46;Matt;Hall;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;46;Jordan;Hollis;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;12;Ben;Meakin;M;3;Nottingham Hoods;4;4;CSSC Phantoms;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;12;Ben;Meakin;M;2;Nottingham Hoods;5;6;London Galaxy;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;12;Ben;Meakin;M;1;Nottingham Hoods;2;3;Manchester Chargers;Bronze;Semifinal;2
Belief NTS 3 2015;MXO;Nottingham Hoods;22;Pete;Rowe;M;1;Nottingham Hoods;2;4;Cambridge Hornets;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;22;Pete;Rowe;M;1;Nottingham Hoods;5;6;London Galaxy;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;22;Pete;Rowe;M;1;Nottingham Hoods;2;3;Manchester Chargers;Bronze;Semifinal;2
Belief NTS 3 2015;MXO;Nottingham Hoods;32;Nick;Carroll;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;25;Alex;Scott;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;29;Alex;Carroll;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;39;Mike;Green;M;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;10;Sadi;Meakin;M;1;Nottingham Hoods;2;4;Cambridge Hornets;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;18;Lucy;Snape;F;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;16;Julia;Kang;F;2;Nottingham Hoods;5;6;London Galaxy;Gold;Pool B;4
Belief NTS 3 2015;MXO;Nottingham Hoods;14;Kate;Hyde;F;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;4;Jade;Grantham;F;;;;;;;;
Belief NTS 3 2015;MXO;Nottingham Hoods;66;Zoe;Parish;F;1;Nottingham Hoods;4;4;CSSC Phantoms;Gold;Pool B;4
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Belief NTS 1 2015;MXO;Cambridge Hornets;12;Stiaan;Albertyn;M;1;Cambridge Hornets;5;4;Hot Custard;Gold;Semifinal;2
Belief NTS 1 2015;MXO;Cambridge Hornets;20;Rosannah;Cormack;F;1;Cambridge Hornets;5;4;Hot Custard;Gold;Semifinal;2
Belief NTS 1 2015;MXO;Cambridge Hornets;20;Katherine;Daniels;F;1;Cambridge Hornets;5;4;Hot Custard;Gold;Semifinal;2
Belief NTS 1 2015;MXO;Cambridge Hornets;17;Vicki;Franks;F;1;Cambridge Hornets;5;4;Hot Custard;Gold;Semifinal;2
Belief NTS 1 2015;MXO;Cambridge Hornets;8;Jon;Lovell;M;1;Cambridge Hornets;5;4;Hot Custard;Gold;Semifinal;2
